ID	FILE	AUTHOR	BORN-DIED	TITLE	DATE	TECHNIQUE	LOCATION	FORM	TYPE	SCHOOL	TIMELINE	URL
20720	20720.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	François de Gontaut, Duc de Biron	1714	Oil on canvas, 139 x 107 cm	Museum of Fine Arts, Boston	painting	portrait	French	1701-1750	http://www.wga.hu/html/l/largilli/gontaut.html
20721	20721.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	Study of Hands	c. 1715	Oil on canvas, 65 x 52 cm	Musée du Louvre, Paris	painting	study	French	1701-1750	http://www.wga.hu/html/l/largilli/hands.html
20722	20722.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	La Belle Strasbourgeoise	1703	Oil on canvas, 138 x 106 cm	Musée des Beaux-Arts, Strasbourg	painting	portrait	French	1701-1750	http://www.wga.hu/html/l/largilli/la_belle.html
20723	20723.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	Landscape	-	Oil on canvas	Musée du Louvre, Paris	painting	landscape	French	1701-1750	http://www.wga.hu/html/l/largilli/landscap.html
20724	20724.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	Portrait of Charles Le Brun	1683-86	Oil on canvas, 232 x 187 cm	Musée du Louvre, Paris	painting	portrait	French	1701-1750	http://www.wga.hu/html/l/largilli/le_brun.html
20725	20725.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	Partridge in a Niche	1680-85	Oil on canvas, 72 x 59 cm	Musée du Petit Palais, Paris	painting	still-life	French	1701-1750	http://www.wga.hu/html/l/largilli/partridg.html
20726	20726.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	Portrait of the Duchesse de Saint-Aignan	-	Oil on canvas, 139 x 106 cm	Private collection	painting	portrait	French	1701-1750	http://www.wga.hu/html/l/largilli/portduch.html
20727	20727.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	Porrtrait of a Lady	-	Oil on canvas, 82 x 65 cm	Pinacoteca di Brera, Milan	painting	portrait	French	1701-1750	http://www.wga.hu/html/l/largilli/portlady.html
20728	20728.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	Portrait of a Man in a Purple Robe	c. 1700	Oil on canvas, 80 x 63 cm	Staatliche Museen, Kassel	painting	portrait	French	1701-1750	http://www.wga.hu/html/l/largilli/portrait.html
20729	20729.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	Portrait of a Man in a Purple Robe (detail)	c. 1700	Oil on canvas	Staatliche Museen, Kassel	painting	portrait	French	1701-1750	http://www.wga.hu/html/l/largilli/portraix.html
20730	20730.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	Provost and Municipal Magistrates of Paris	1689	Oil on canvas, 68 x 101 cm	The Hermitage, St. Petersburg	painting	portrait	French	1701-1750	http://www.wga.hu/html/l/largilli/provost.html
20731	20731.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	Portrait of Jean-Baptiste Rousseau	1710	Oil on canvas, 90 x 73 cm	Galleria degli Uffizi, Florence	painting	portrait	French	1701-1750	http://www.wga.hu/html/l/largilli/rousseau.html
20732	20732.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	Self-Portrait	1707	Oil on canvas, 93 x 73 cm	National Gallery of Art, Washington	painting	portrait	French	1701-1750	http://www.wga.hu/html/l/largilli/self-por.html
20733	20733.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	Self-Portrait	1725	Oil on canvas	Art Institute, Chicago	painting	portrait	French	1701-1750	http://www.wga.hu/html/l/largilli/selfport.html
20734	20734.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	Still-Life	-	Oil on canvas, oval, 85 x 105 cm	Private collection	painting	still-life	French	1701-1750	http://www.wga.hu/html/l/largilli/stillife.html
20735	20735.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	Elizabeth Throckmorton, Canoness of the Order of the Dames Augustines Anglaises	c. 1729	Oil on canvas, 82 x 66 cm	National Gallery of Art, Washington	painting	portrait	French	1701-1750	http://www.wga.hu/html/l/largilli/throckmo.html
20736	20736.jpg	LARGILLIÈRE, Nicolas de	(b. 1656, Paris, d. 1746, Paris)	Tutor and Pupil	1685	Oil on canvas, 146 x 115 cm	National Gallery of Art, Washington	painting	portrait	French	1701-1750	http://www.wga.hu/html/l/largilli/tutor.html
20737	20737.jpg	LASCARIS, Giorgio	(b. before 1496, d. 1531, Padova)	Virgin and Child	c. 1480	Stone	Santa Maria dei Miracoli, Venice	sculpture	religious	Italian	1501-1550	http://www.wga.hu/html/l/lascaris/virgin_c.html
20738	20738.jpg	LASCARIS, Giorgio	(b. before 1496, d. 1531, Padova)	Madonna with Child	1531	Marble, 40 x 34 cm	Liechtenstein Museum, Vienna	sculpture	religious	Italian	1501-1550	http://www.wga.hu/html/l/lascaris/virgin_z.html
20739	20739.jpg	LASINIO, Carlo	(b. 1759, Treviso, d. 1838, Pisa)	The Last Judgment	1830s	Etching	British Museum, London	graphics	religious	Italian	1801-1850	http://www.wga.hu/html/l/lasinio/carlo/lastjudg.html
20740	20740.jpg	LASINIO, Giovanni Paolo	(b. ca. 1789, Firenze, d. 1855, Firenze)	Fall of Lucifer	1841	Engraving	British Museum, London	graphics	religious	Italian	1801-1850	http://www.wga.hu/html/l/lasinio/giovanni/lucifer.html
20741	20741.jpg	LASSALLE-BORDES, Gustave	(b. 1814, Auch, d. 1886, Auch)	Oriental Scene: The Death of Cleopatra	-	Oil on canvas, 39 x 33 cm	Private collection	painting	historical	French	1801-1850	http://www.wga.hu/html/l/lassalle/cleopatr.html
20742	20742.jpg	LASTMAN, Pieter Pietersz.	(b. 1583, Amsterdam, d. 1633, Amsterdam)	Abraham's Journey to Canaan	1614	Oil on canvas transferred from wood, 72 x 122 cm	The Hermitage, St. Petersburg	painting	religious	Dutch	1601-1650	http://www.wga.hu/html/l/lastman/abraham.html
20743	20743.jpg	LASTMAN, Pieter Pietersz.	(b. 1583, Amsterdam, d. 1633, Amsterdam)	The Angel of the Lord Preventing Abraham from Sacrificing his Son Isaac	1616	Oil on wood, 36 x 42 cm	Musée du Louvre, Paris	painting	religious	Dutch	1601-1650	http://www.wga.hu/html/l/lastman/abraham1.html
20744	20744.jpg	LASTMAN, Pieter Pietersz.	(b. 1583, Amsterdam, d. 1633, Amsterdam)	The Angel Stopping Abraham from Sacrificing Isaac	c. 1612	Oil on panel, 40 x 31 cm	Rijksmuseum, Amsterdam	painting	religious	Dutch	1601-1650	http://www.wga.hu/html/l/lastman/abraham2.html
20745	20745.jpg	LASTMAN, Pieter Pietersz.	(b. 1583, Amsterdam, d. 1633, Amsterdam)	Annunciation	1618	Oil on panel, 56 x 39 cm	The Hermitage, St. Petersburg	painting	religious	Dutch	1601-1650	http://www.wga.hu/html/l/lastman/annuncia.html
20746	20746.jpg	LASTMAN, Pieter Pietersz.	(b. 1583, Amsterdam, d. 1633, Amsterdam)	Balaam and the Ass	1622	Oil on panel, 41 x 60 cm	Israel Museum, Jerusalem	painting	religious	Dutch	1601-1650	http://www.wga.hu/html/l/lastman/balaam.html
20747	20747.jpg	LASTMAN, Pieter Pietersz.	(b. 1583, Amsterdam, d. 1633, Amsterdam)	Christ and the Canaanite Woman	1617	Oil on panel, 75 x 105 cm	Rijksmuseum, Amsterdam	painting	religious	Dutch	1601-1650	http://www.wga.hu/html/l/lastman/christca.html
20748	20748.jpg	LASTMAN, Pieter Pietersz.	(b. 1583, Amsterdam, d. 1633, Amsterdam)	Hippocrates and Democritus	1622	Oil on panel, 111 x 115 cm	Musée des Beaux Arts, Lille	painting	mythological	Dutch	1601-1650	http://www.wga.hu/html/l/lastman/hippocra.html
20749	20749.jpg	LASTMAN, Pieter Pietersz.	(b. 1583, Amsterdam, d. 1633, Amsterdam)	Juno Discovering Jupiter with Io	1618	Oil on oak, 54 x 78 cm	National Gallery, London	painting	mythological	Dutch	1601-1650	http://www.wga.hu/html/l/lastman/juno_jup.html
20750	20750.jpg	LASTMAN, Pieter Pietersz.	(b. 1583, Amsterdam, d. 1633, Amsterdam)	The Triumph of Mordecai	1624	Oil on panel	Museum het Rembrandthuis, Amsterdam	painting	religious	Dutch	1601-1650	http://www.wga.hu/html/l/lastman/mordecai.html
20751	20751.jpg	LASTMAN, Pieter Pietersz.	(b. 1583, Amsterdam, d. 1633, Amsterdam)	Odysseus and Nausicaa	1619	Oil on panel, 92 x 117 cm	Alte Pinakothek, Munich	painting	mythological	Dutch	1601-1650	http://www.wga.hu/html/l/lastman/odysseus.html
20752	20752.jpg	LASTMAN, Pieter Pietersz.	(b. 1583, Amsterdam, d. 1633, Amsterdam)	Orestes and Pylades Disputing at the Altar	1614	Oil on panel, 83 x 126 cm	Rijksmuseum, Amsterdam	painting	mythological	Dutch	1601-1650	http://www.wga.hu/html/l/lastman/orestes.html
20753	20753.jpg	LASTMAN, Pieter Pietersz.	(b. 1583, Amsterdam, d. 1633, Amsterdam)	Susanna and the Elders	1614	Oil on oak, 42 x 58 cm	Staatliche Museen, Berlin	painting	mythological	Dutch	1601-1650	http://www.wga.hu/html/l/lastman/susanna.html
20754	20754.jpg	LASTMAN, Pieter Pietersz.	(b. 1583, Amsterdam, d. 1633, Amsterdam)	The Angel and Tobias with the Fish	c. 1625	Oil on wood, 34,3 x 59 cm	Szépmûvészeti Múzeum, Budapest	painting	religious	Dutch	1601-1650	http://www.wga.hu/html/l/lastman/tobias.html
20755	20755.jpg	LASTMAN, Pieter Pietersz.	(b. 1583, Amsterdam, d. 1633, Amsterdam)	The Angel and Tobias with the Fish (detail)	c. 1625	Oil on wood	Szépmûvészeti Múzeum, Budapest	painting	religious	Dutch	1601-1650	http://www.wga.hu/html/l/lastman/tobias1.html
20756	20756.jpg	LAUNAY, Nicolas de	(b. 1739, Paris, d. 1792, Paris)	Les Adieux	1783	Engraving	Bibliothèque Nationale, Paris	graphics	genre	French	1751-1800	http://www.wga.hu/html/l/launay/adieux.html
20757	20757.jpg	LAURANA, Francesco	(b. ca. 1430, Vrana, d. 1502, Avignon)	Triumphal Arch of Alfonso I (detail)	1453-68	Marble	Castelnuovo, Naples	architecture	other	Italian	1451-1500	http://www.wga.hu/html/l/laurana/alfonso.html
20758	20758.jpg	LAURANA, Francesco	(b. ca. 1430, Vrana, d. 1502, Avignon)	Alfonso of Aragon in Triumph with his Court (detail)	1452-58	Marble, half life-size	Castel Nuovo, Naples	sculpture	historical	Italian	1451-1500	http://www.wga.hu/html/l/laurana/alfonso_.html
20759	20759.jpg	LAURANA, Francesco	(b. ca. 1430, Vrana, d. 1502, Avignon)	Beatrice of Aragon	1474-75	Marble, height 41 cm	Frick Collection, New York	sculpture	portrait	Italian	1451-1500	http://www.wga.hu/html/l/laurana/b_aragon.html
20760	20760.jpg	LAURANA, Francesco	(b. ca. 1430, Vrana, d. 1502, Avignon)	Battista Sforza	c. 1474	Marble, height 51 cm	Museo Nazionale del Bargello, Florence	sculpture	portrait	Italian	1451-1500	http://www.wga.hu/html/l/laurana/b_sforza.html
20761	20761.jpg	LAURANA, Francesco	(b. ca. 1430, Vrana, d. 1502, Avignon)	Battista Sforza	c. 1474	Marble, height 51 cm	Museo Nazionale del Bargello, Florence	sculpture	portrait	Italian	1451-1500	http://www.wga.hu/html/l/laurana/b_sforzb.html
20762	20762.jpg	LAURANA, Francesco	(b. ca. 1430, Vrana, d. 1502, Avignon)	Death-mask of a Woman (Battista Sforza?)	1472	Terracotta, traces of paint, height 34,5 cm	Musée du Louvre, Paris	sculpture	portrait	Italian	1451-1500	http://www.wga.hu/html/l/laurana/bsforza1.html
20763	20763.jpg	LAURANA, Francesco	(b. ca. 1430, Vrana, d. 1502, Avignon)	Bust of a Lady	1487-88	Coloured marble	Kunsthistorisches Museum, Vienna	sculpture	portrait	Italian	1451-1500	http://www.wga.hu/html/l/laurana/bustlady.html
20764	20764.jpg	LAURANA, Francesco	(b. ca. 1430, Vrana, d. 1502, Avignon)	Bust of Eleanor of Aragon	c. 1471	Marble, height 50 cm	Galleria Regionale della Sicilia, Palermo	sculpture	portrait	Italian	1451-1500	http://www.wga.hu/html/l/laurana/isabella.html
20765	20765.jpg	LAURANA, Francesco	(b. ca. 1430, Vrana, d. 1502, Avignon)	Portrait of a Woman	1470s	Marble, traces of pigment, height 47 cm	Frick Collection, New York	sculpture	portrait	Italian	1451-1500	http://www.wga.hu/html/l/laurana/portr_v.html
20766	20766.jpg	LAURANA, Francesco	(b. ca. 1430, Vrana, d. 1502, Avignon)	Portrait of a Woman	1470s	Marble, traces of pigment, height 47 cm	Frick Collection, New York	sculpture	portrait	Italian	1451-1500	http://www.wga.hu/html/l/laurana/portr_w.html
20767	20767.jpg	LAURANA, Luciano	(b. ca. 1420, Zara, d. 1479, Pesaro)	Courtyard	1467-72	Photo	Palazzo Ducale, Urbino	architecture	other	Italian	1451-1500	http://www.wga.hu/html/l/lauranal/urbino1.html
20768	20768.jpg	LAURANA, Luciano	(b. ca. 1420, Zara, d. 1479, Pesaro)	Courtyard	1467-72	Photo	Palazzo Ducale, Urbino	architecture	other	Italian	1451-1500	http://www.wga.hu/html/l/lauranal/urbino11.html
20769	20769.jpg	LAURANA, Luciano	(b. ca. 1420, Zara, d. 1479, Pesaro)	Courtyard (detail)	1467-72	Photo	Palazzo Ducale, Urbino	architecture	other	Italian	1451-1500	http://www.wga.hu/html/l/lauranal/urbino2.html
20770	20770.jpg	LAURANA, Luciano	(b. ca. 1420, Zara, d. 1479, Pesaro)	View of the front facing the valley	1465	Photo	Palazzo Ducale, Urbino	architecture	other	Italian	1451-1500	http://www.wga.hu/html/l/lauranal/urbino3.html
20771	20771.jpg	LAURANA, Luciano	(b. ca. 1420, Zara, d. 1479, Pesaro)	View of the front facing the valley: detail of the loggia	1465	Photo	Palazzo Ducale, Urbino	architecture	other	Italian	1451-1500	http://www.wga.hu/html/l/lauranal/urbino4.html
20772	20772.jpg	LAURENS, Jean-Paul	(b. 1838, Fourquevaux, d. 1921, Paris)	The Excommunication of Robert the Pious	1875	Oil on canvas, 130 x 218 cm	Musée d'Orsay, Paris	painting	historical	French	1851-1900	http://www.wga.hu/html/l/laurens/excommun.html
20773	20773.jpg	LAURETI, Tommaso	(b. ca. 1530, Palermo, d. 1602, Roma)	Triumph of Christianity	1582	Fresco	Palazzi Vaticani, Rome	painting	religious	Italian	1551-1600	http://www.wga.hu/html/l/laureti/triumph.html
20774	20774.jpg	LAURI, Filippo	(b. 1623, Roma, d. 1694, Roma)	Bacchanal	1675	Oil on canvas, 44 x 71 cm	Private collection	painting	mythological	Italian	1651-1700	http://www.wga.hu/html/l/lauri/bacchana.html
20775	20775.jpg	LAURI, Filippo	(b. 1623, Roma, d. 1694, Roma)	Faun and Cupid in a Landscape	-	Oil on canvas, 37 x 48 cm	Private collection	painting	mythological	Italian	1651-1700	http://www.wga.hu/html/l/lauri/fauncupi.html
20776	20776.jpg	LAURI, Filippo	(b. 1623, Roma, d. 1694, Roma)	King Midas Judging the Musical Contest between Apollo and Pan	-	Oil on copper, 13 x 21 cm	Private collection	painting	mythological	Italian	1651-1700	http://www.wga.hu/html/l/lauri/kingmida.html
20777	20777.jpg	LAURI, Filippo	(b. 1623, Roma, d. 1694, Roma)	Venus and Adonis	1650s	Oil on copper, 18 x 29 cm	Akademie der bildenden Künste, Vienna	painting	mythological	Italian	1651-1700	http://www.wga.hu/html/l/lauri/mytholo1.html
20778	20778.jpg	LAURI, Filippo	(b. 1623, Roma, d. 1694, Roma)	Endymion and Selene	1650s	Oil on copper, 30 x 24 cm	Akademie der bildenden Künste, Vienna	painting	mythological	Italian	1651-1700	http://www.wga.hu/html/l/lauri/mytholo2.html
20779	20779.jpg	LAURI, Filippo	(b. 1623, Roma, d. 1694, Roma)	Rape of Oreithyia	-	Oil on copper, 38 x 55 cm	Private collection	painting	mythological	Italian	1651-1700	http://www.wga.hu/html/l/lauri/mytholo3.html
20780	20780.jpg	LAURI, Pietro	(documented 1634-1669 in Bologna)	The Marriage of the Virgin	-	Oil on canvas, 146 x 108 cm	Private collection	painting	religious	French	1651-1700	http://www.wga.hu/html/l/lauri_p/m_virgin.html
20781	20781.jpg	LAUTENSACK, Hanns	(b. ca. 1520, Bamberg, d. ca. 1565, Wien)	View of a Town along the River with a Church on the Right Bank	1533	Etching, 112 x 170 mm	The Hermitage, St. Petersburg	graphics	landscape	German	1551-1600	http://www.wga.hu/html/l/lautensa/viewtown.html
20782	20782.jpg	LAUTIZIO DI MEO DE ROTELLI	(active 1511-1527)	Seal of Cardinal Ippolito de' Medici	c. 1520	Gold	Museo Nazionale del Bargello, Florence	metalwork	other	Italian	1501-1550	http://www.wga.hu/html/l/lautizio/seal.html
20783	20783.jpg	LAVIRON, Pierre	(b. 1605, Antwerpen, d. 1685)	Ganymede	1682	Marble	Garden of the Château, Versailles	sculpture	mythological	French	1651-1700	http://www.wga.hu/html/l/laviron/ganymede.html
20784	20784.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	The Two Sons of the 1st Earl of Talbot	1793	Oil on canvas, 228 x 213 cm	Neue Pinakothek, Munich	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/2sons.html
20785	20785.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	Portrait of Alexander I	1818	Black and red chalk, 498 x 351 mm	The Hermitage, St. Petersburg	graphics	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/alexand1.html
20786	20786.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	The Angerstein Children	1807	Oil on canvas, 184 x 149 cm	Staatliche Museen, Berlin	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/angerst.html
20787	20787.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	Mr and Mrs John Julius Angerstein	1792	Oil on canvas, 252 x 160 cm	Musée du Louvre, Paris	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/angerst1.html
20788	20788.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	Mr and Mrs John Julius Angerstein (detail)	1792	Oil on canvas	Musée du Louvre, Paris	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/angerst2.html
20789	20789.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	Portrait of the Children of John Angerstein	1808	Oil on canvas, 194 x 144 cm	Musée du Louvre, Paris	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/angerst3.html
20790	20790.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	Portrait of Canova	-	Oil on canvas, 58 x 49 cm	Private collection	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/canova.html
20791	20791.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	Portrait of Anne, Countess of Charlemont and her Son James	c. 1805	Oil on canvas, 127 x 101 cm	Private collection	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/charlemo.html
20792	20792.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	Queen Charlotte	1789-90	Oil on canvas, 239 x 147 cm	National Gallery, London	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/charlott.html
20793	20793.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	Portrait of Lady Elizabeth Conyngham	1821-24	Oil on canvas, 91 x 71 cm	Museu Calouste Gulbenkian, Lisbon	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/conyngha.html
20794	20794.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	Portrait of David Lyon	c. 1825	Oil on canvas, 217 x 132 cm	Museo Thyssen-Bornemisza, Madrid	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/d_lyon.html
20795	20795.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	John Fane, Tenth Count of Westmorland	-	Oil on canvas, 247 x 147 cm	Museo del Prado, Madrid	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/johnfane.html
20796	20796.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	Portrait of Thomas Lister	c. 1805	Oil on canvas, 240 x 149 cm	Private collection	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/lister.html
20797	20797.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	Miss Martha Carry	c. 1789	Oil on canvas, 76 x 64 cm	Museo del Prado, Madrid	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/m_carry.html
20798	20798.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	Margaret, Countess of Blessington	1822	Oil on canvas, 91 x 67 cm	Wallace Collection, London	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/margaret.html
20799	20799.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	Portrait of Master Ainslie	1794	Oil on canvas, 90 x 70 cm	Museo Lázaro Galdiano, Madrid	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/master_a.html
20800	20800.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	Portrait of Klemens Wenzel von Metternich	1814-19	Oil on paper pasted on canvas, 51 x 35 cm	The Hermitage, St. Petersburg	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/metterni.html
20801	20801.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	Diana Sturt, Lady Milner	1815-20	Oil on canvas, 78 x 65 cm	Kunsthistorisches Museum, Vienna	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/milner.html
20802	20802.jpg	LAWRENCE, Sir Thomas	(b. 1769, Bristol, d. 1830, London)	Portrait of Lady Georgina North	1828	Oil on canvas, 76 x 64 cm	Private collection	painting	portrait	English	1751-1800	http://www.wga.hu/html/l/lawrence/north.html
